id,city,country,region,short_description,latitude,longitude,avg_temp_monthly,budget_level,culture,adventure,nature,beaches,nightlife,cuisine,wellness,urban,seclusion,Alcohol-free,Halal-friendly,Safe,budget_numeric,short_trip,weekend,long_trip,one_week,day_trip,avg_temp_summer,avg_temp_winter,family_friendly,airport_closeness,nearest_airport,distance_to_airport_km,cluster
d5bca023-e7ef-45a6-bbf3-f27313ce544d,Heidelberg,Germany,Europe,"Cobblestone streets lined with charming old buildings and the gentle flow of the Neckar River create an inviting, romantic atmosphere.",49.4093582,8.694724,20.0,Mid-range,100,40,80,20,60,80,60,60,80,0,0,1,2,1,1,0,0,0,20.7,4.066666666666666,1,4,Mannheim-City Airport,14.852344935403394,0
a881b470-86d0-4ce0-913b-1d453f68466e,Hobart,Australia,Oceania,"Charming waterfront views and a laid-back vibe invite exploration through historic streets, bustling markets, and the surrounding natural beauty of rugged landscapes.",-42.8825088,147.3281233,20.0,Mid-range,80,60,100,60,40,80,60,60,80,0,0,1,2,1,1,0,1,0,8.833333333333334,15.9,1,4,Hobart International Airport,15.888523327173775,1
6234202f-ff97-4d9b-955f-92bccb61c317,Nagasaki,Japan,Asia,"Steeped in history and surrounded by lush hills, this city offers a poignant mix of serene gardens and vibrant cultural experiences.",33.1154683,129.7874339,20.0,Mid-range,80,40,60,40,60,80,60,60,60,0,0,1,2,1,1,0,0,0,26.133333333333336,8.5,1,4,Nagasaki Airport,25.03546571493825,0
4dd122b5-7ab0-48b0-999b-dd08231fd517,Utrecht,Netherlands,Europe,"Charming canals lined with cozy cafés and historic buildings create a warm, inviting atmosphere perfect for leisurely strolls and quiet exploration.",52.0907006,5.1215634,20.0,Mid-range,80,40,60,20,80,80,60,80,60,0,0,1,2,1,1,0,0,0,18.066666666666663,5.1000000000000005,0,3,Amsterdam Airport Schiphol,34.369584639005275,0
9a90f31c-7073-4cdd-a6d1-6a6a1cbb4e8f,Bagan,Myanmar,Asia,"Ancient temples rise from misty plains, where the golden glow of sunrise paints a serene landscape that feels both timeless and mystical.",21.1317111,94.8623644,20.0,Budget,100,60,80,20,20,60,40,40,80,0,0,0,1,1,0,0,1,0,27.53333333333333,22.5,1,1,Meiktila Air Base,110.3846145189518,1
46cdc57e-d4d6-49a4-819a-5b8161bbdb3e,Malmö,Sweden,Europe,"Charming canals, innovative architecture, and a laid-back vibe make it perfect for leisurely strolls and exploring vibrant cultural scenes.",55.6052931,13.0001566,20.0,Mid-range,80,60,60,60,60,80,60,80,40,0,0,1,2,1,1,0,0,0,17.7,3.0,1,4,Copenhagen Kastrup Airport,21.659416558062706,0
5aab6f8f-70db-41a8-a1fb-e8d9026e533b,Amsterdam,Netherlands,Europe,"Charming canals wind through vibrant neighborhoods, where historic architecture meets cozy cafés and the air buzzes with a creative energy.",52.3730796,4.8924534,20.0,Mid-range,100,60,60,40,100,80,60,100,40,0,0,1,2,1,1,0,1,0,18.1,5.3,0,4,Amsterdam Airport Schiphol,11.299937361453098,0
8755d625-7efa-4e92-aed9-cb2386083a44,New York,United States,North_America,"The city buzzes with energy, offering iconic skylines, diverse cultures, and a sensory overload of sights, sounds, and tastes at every corner.",40.7127281,-74.0060152,20.0,Luxury,100,60,60,40,100,100,60,100,20,0,0,0,3,1,0,1,1,0,24.6,2.9,0,4,LaGuardia Airport,13.331238337159585,0
79a47311-1ffb-44d1-bd87-a1a9fb190f40,Chicago,United States,North_America,"Dynamic streets filled with diverse food, vibrant arts, and stunning architecture create a lively yet welcoming urban atmosphere by the lake.",41.8755616,-87.6244212,20.0,Luxury,100,60,60,40,100,100,60,100,40,0,0,0,3,1,0,0,1,0,23.933333333333334,-0.7666666666666666,0,4,Chicago Midway International Airport,14.547114590191466,0
630b0ecb-8651-476e-803d-b65f99f342a3,Raleigh,United States,North_America,"Tree-lined streets and historic architecture mix with modern art scenes and vibrant food markets, offering a warm, welcoming southern charm.",35.7803977,-78.6390989,20.0,Mid-range,80,60,80,40,60,80,60,80,60,0,0,0,2,1,1,0,0,0,26.03333333333333,7.5,1,4,Raleigh Durham International Airport,17.199267399529706,0
0d1ac2c5-e3d5-40b5-ad56-01f3d67710ab,Trondheim,Norway,Europe,"Charming wooden houses, crisp Nordic air, and a vibrant student atmosphere create a cozy yet lively vibe that's both welcoming and invigorating.",63.4304475,10.3952118,20.0,Luxury,80,60,80,40,60,60,60,60,80,0,0,0,3,1,1,0,1,0,14.366666666666667,-0.4000000000000001,1,4,"Trondheim Airport, Værnes",26.46240901487965,0
955899e4-7ccb-4b6a-a85c-a9b73efe6876,Bruges,Belgium,Europe,"Cobblestone streets lined with medieval architecture and the aroma of fresh waffles create a charming and nostalgic atmosphere, perfect for leisurely exploration.",51.2085526,3.226772,20.0,Mid-range,100,40,60,20,60,80,60,60,80,0,0,0,2,1,1,0,0,0,17.599999999999998,5.833333333333333,1,4,Oostende-Brugge International Airport,24.549607412261857,0
57239ab4-5376-4b81-a35e-fc8a27fb5812,Reykjavik,Iceland,Europe,"Colorful rooftops, crisp sea air, and the allure of geothermal pools create a unique blend of natural beauty and urban charm.",64.145981,-21.9422367,20.0,Luxury,60,80,100,40,60,60,80,60,80,0,0,0,3,1,1,0,1,0,10.833333333333334,0.5,0,5,Reykjavík Domestic Airport,1.9311987466939124,1
6d8f232e-d34d-4dac-95c4-e01d7983124c,Seoul,South Korea,Asia,"A dynamic blend of futuristic skyscrapers and ancient palaces, bustling markets, and tranquil parks, creating an energetic yet harmonious urban experience.",37.5666791,126.9782914,20.0,Mid-range,100,60,60,40,100,100,80,100,40,0,0,0,2,1,0,0,1,0,25.666666666666668,-0.0999999999999999,0,4,Gimpo International Airport,16.534692046878575,0
86f34228-6edb-4171-ba62-79fffa9e06f6,Ankara,Turkey,Asia,"A blend of modern and historic vibes, offering bustling markets, serene parks, and a rich tapestry of cultural experiences.",39.9207759,32.8540497,20.0,Mid-range,80,40,60,20,60,80,60,80,40,0,0,0,2,1,0,0,1,0,23.73333333333333,3.5,1,4,Etimesgut Air Base,14.47094535490528,0
fa445d6d-7fb4-4832-ba37-08ff468a1430,Kyoto,Japan,Asia,"Serene temples and vibrant gardens blend with the gentle rustle of bamboo forests, creating a tranquil yet deeply enriching experience.",35.0115754,135.7681441,20.0,Luxury,100,40,80,20,40,100,60,60,80,0,0,1,3,1,0,0,1,0,26.9,6.333333333333333,1,3,Osaka International Airport,39.22299084995294,0
1fd503e7-d209-40c1-abd0-299af9c7d4de,Tampa,United States,North_America,"Sun-drenched streets, vibrant waterfronts, and a lively cultural scene create an inviting mix of relaxation and adventure for visitors.",27.9477595,-82.458444,20.0,Mid-range,60,60,80,80,80,80,60,60,40,0,0,0,2,1,1,0,1,0,28.5,18.3,0,5,Tampa International Airport,7.9640174808935456,0
39e15d15-ec4c-4ba9-9cd5-6775945aad8f,Dublin,Ireland,Europe,"Charming cobblestone streets, lively pubs filled with music, and a rich tapestry of history create a welcoming and vibrant atmosphere.",53.3493795,-6.2605593,20.0,Mid-range,80,40,60,40,80,80,60,80,40,0,0,0,2,1,1,0,1,0,14.8,6.033333333333334,0,5,Dublin Airport,8.822090598626332,0
c0cc2c39-9e57-4edd-8696-2119a96ca6cb,Washington,United States,North_America,"Majestic landscapes blend with vibrant city life, offering a mix of natural beauty, cultural richness, and a welcoming atmosphere.",38.8950368,-77.0365427,20.0,Mid-range,100,40,60,20,80,80,60,100,40,0,0,0,2,1,1,0,1,0,26.23333333333333,4.9,0,5,Ronald Reagan Washington National Airport,4.775399934263904,0
dd54b0e6-43e7-4be6-9eb4-5e4863f25f52,Livingstone,Zambia,Africa,"Feel the rush of cascading waterfalls and the thrill of wildlife encounters, all amidst a backdrop of vibrant sunsets and warm local hospitality.",-17.853135,25.861429,20.0,Mid-range,60,100,100,40,40,60,60,40,80,0,0,0,2,1,1,0,1,0,18.5,24.73333333333333,0,5,Harry Mwanga Nkumbula International Airport,5.380050821747056,1
09323a57-0f0c-4190-9ce5-e689efe6137d,Kraków,Poland,Europe,"Cobblestone streets lead to vibrant squares filled with the buzz of locals and tourists alike, offering a blend of history and lively culture.",50.0619474,19.9368564,20.0,Mid-range,100,40,60,20,80,80,60,80,40,0,0,0,2,1,1,0,1,0,19.7,0.9,0,4,Kraków John Paul II International Airport,10.992878311427516,0
87177e3c-1535-45af-a1e7-e65357f2c0d3,Petra,Jordan,Middle_East,"Wandering through ancient canyons, you'll feel the echoes of history in the rose-red stone, with every step revealing stunning, time-worn architecture.",30.3258363,35.4745669,20.0,Mid-range,100,80,80,20,20,60,40,20,80,0,0,0,2,1,0,0,1,0,28.133333333333336,10.733333333333334,0,2,King Feisal Air Base,64.63127158014217,1
50dc5be0-a23e-4da3-aecc-f5f095c26bdb,Athens,Greece,Europe,"Ancient ruins stand proudly against a backdrop of vibrant street life and bustling markets, where history and modernity create an electrifying blend.",37.9755648,23.7348324,20.0,Mid-range,100,60,60,60,80,100,60,80,40,0,0,0,2,1,1,0,1,0,28.266666666666666,11.433333333333332,0,4,Elefsis Air Base,18.48443595448113,0
769e57b7-a2fe-4eb9-8d39-4c7a0b940c02,Malé,Maldives,Asia,"Vibrant markets, azure waters, and the gentle hum of island life create an inviting atmosphere that feels both exotic and familiar.",4.1779879,73.5107387,20.0,Mid-range,40,60,100,100,40,60,80,60,60,0,0,0,2,1,1,0,0,0,29.366666666666664,28.73333333333333,1,5,Malé International Airport,2.5523914463713124,1
163cf783-592c-448f-b33c-f28ac7cce617,Austin,United States,North_America,"Live music spills from vibrant bars, food trucks serve up eclectic flavors, and the warm, welcoming vibe makes you feel instantly at home.",30.2711286,-97.7436995,20.0,Mid-range,80,60,60,20,100,100,60,80,40,0,0,0,2,1,1,0,1,0,29.7,12.3,0,4,Austin Bergstrom International Airport,11.337846075923997,0
e3597f71-7e84-47f9-b3f2-567398c8fcdd,Pago Pago,American Samoa,Oceania,"Lush green mountains meet crystal-clear waters, where laid-back island vibes and vibrant Polynesian culture create a welcoming and serene atmosphere.",-14.2754786,-170.7048298,20.0,Mid-range,60,80,100,80,40,60,60,40,80,0,0,0,2,1,0,0,1,0,27.2,28.166666666666668,0,5,Pago Pago International Airport,6.198848685616361,1
e8ad2770-6863-4e5c-a993-04884328802e,Luanda,Angola,Africa,"A bustling port city with vibrant markets, lively music scenes, and a warm coastal breeze that invites exploration and discovery.",-8.8272699,13.2439512,20.0,Mid-range,60,60,60,60,60,80,40,60,40,0,0,0,2,1,0,0,1,0,22.73333333333333,27.366666666666664,1,5,Quatro de Fevereiro International Airport,3.7311938571463754,0
ae842628-e555-44fe-881f-93ac5378c589,New Orleans,United States,North_America,"Lively streets echo with jazz, while the scent of Creole cuisine fills the air, creating a vibrant and soulful experience.",29.9759983,-90.0782127,20.0,Mid-range,100,60,40,40,100,100,60,80,40,0,0,0,2,1,1,0,1,0,28.9,14.466666666666669,0,5,Lakefront Airport,8.810075663613091,0
4574d558-f5fa-4e6e-bead-e21b8cf0edcc,Raja Ampat,Indonesia,Asia,"Crystal-clear waters teeming with vibrant marine life and secluded islands offer a serene escape, perfect for snorkeling and diving enthusiasts seeking adventure.",-0.7125553,130.30344727618905,20.0,Luxury,40,80,100,100,20,60,60,20,100,1,1,1,3,0,0,1,1,0,26.566666666666663,27.600000000000005,0,1,Domine Eduard Osok Airport,111.20088626735544,1
fa34b503-34f8-42a2-b918-a96c507e1378,Hamilton Island,Australia,Oceania,"Turquoise waters and lush landscapes create a serene escape, where gentle sea breezes and vibrant sunsets offer a perfect island retreat.",-20.3546262,148.9560518,20.0,Luxury,40,80,100,100,60,80,80,40,80,0,0,1,3,1,0,0,1,0,20.4,27.23333333333333,0,5,Hamilton Island Airport,0.572773514319481,1
677fa6ef-b91a-4438-a73d-d497fc7cf2d8,Melbourne,Australia,Oceania,"A vibrant mix of street art, diverse cuisine, and lively laneways create an atmosphere that's both exciting and warmly inviting.",-37.8142454,144.9631732,20.0,Mid-range,100,60,60,60,80,100,80,100,40,0,0,1,2,1,1,0,1,0,10.033333333333331,19.666666666666668,0,4,Melbourne Essendon Airport,10.985128023509318,0
32ad5264-2d93-468d-84a0-f816c4833366,Puebla,Mexico,North_America,"Cobblestone streets filled with vibrant colors, lively markets, and the aroma of rich mole create an inviting and warm atmosphere.",18.833333,-98.0,20.0,Mid-range,100,60,60,20,60,100,60,80,40,0,0,0,2,1,1,0,1,0,18.53333333333333,15.366666666666667,1,3,Hermanos Serdán International Airport,53.22911407302034,0
1a3cc3d3-d65f-481f-acc0-424bd9c3210e,Richmond,United States,North_America,"Historic streets lined with charming brick buildings, vibrant art scenes, and the gentle flow of the James River create a welcoming atmosphere.",37.5385087,-77.43428,20.0,Mid-range,80,60,60,40,60,80,60,60,60,0,0,0,2,1,1,0,1,0,25.566666666666663,5.6000000000000005,1,4,Richmond International Airport,10.762186828087536,0
5324f69c-3393-469d-b375-8f6e92fa085a,Bridgetown,Barbados,North_America,"Warm ocean breezes mingle with the rhythmic beats of calypso music, creating an inviting atmosphere perfect for unwinding and exploration.",13.0977832,-59.6184184,20.0,Mid-range,60,60,80,100,80,80,80,60,40,0,0,0,2,1,1,0,1,0,28.03333333333333,26.33333333333333,0,4,Grantley Adams International Airport,13.879373224143729,1
fe145875-322b-408f-8ce9-f4d04baf00a7,Oaxaca City,Mexico,North_America,Colorful streets filled with vibrant markets and the aroma of rich mole sauces create a warm and inviting cultural tapestry.,17.0604663,-96.7253575,20.0,Mid-range,100,60,60,20,60,100,60,60,60,0,0,0,2,1,1,0,1,0,21.73333333333333,19.33333333333333,1,5,Xoxocotlán International Airport,6.642803629315085,0
bf232406-1a85-47a5-9287-6ba81272a3f0,San Sebastián,Spain,Europe,"Golden beaches meet vibrant pintxo bars and lush green hills, creating a lively yet laid-back atmosphere perfect for unwinding and exploring.",43.3224219,-1.9838889,20.0,Mid-range,80,60,60,100,80,100,60,60,40,0,0,0,2,1,1,0,1,0,19.066666666666663,9.766666666666667,0,4,San Sebastián Airport,16.08359438075446,0
2216dc6e-cb6a-4107-b6ea-dceebd9a53eb,Sedona,United States,North_America,"Red rock formations create a stunning backdrop for peaceful hikes, art galleries, and spiritual retreats, offering a serene escape from the everyday hustle.",34.8688613,-111.7614394,20.0,Mid-range,60,80,100,20,40,60,100,40,80,0,0,0,2,1,1,0,0,0,23.03333333333333,5.933333333333334,0,3,Flagstaff Pulliam International Airport,31.09347667729801,1
5a944377-dccf-4cc1-9234-de053e9cc1d2,Cotonou,Benin,Africa,"Bustling markets, vibrant street life, and warm coastal breezes create an inviting atmosphere filled with rich cultural experiences and local charm.",6.3676953,2.4252507,20.0,Budget,80,60,60,60,60,80,40,60,60,0,0,0,1,1,1,0,0,0,26.433333333333334,28.566666666666663,1,5,Cadjehoun Airport,4.667322890563418,0
9ea78120-75de-4bce-b095-fb0811a3294f,Sarajevo,Bosnia and Herzegovina,Europe,"Cobblestone streets echo with the sound of church bells and the call to prayer, creating a unique blend of cultures and histories.",43.8519774,18.3866868,20.0,Budget,80,60,60,20,60,80,60,60,60,0,0,0,1,1,1,0,1,0,21.4,2.466666666666667,1,5,Sarajevo International Airport,5.372113452067445,0
dfed6949-406d-4064-8c2e-5c794ded2e27,Tirana,Albania,Europe,"Vibrant streets filled with eclectic architecture, lively markets, and welcoming locals create an inviting atmosphere that feels both dynamic and laid-back.",41.3281482,19.8184435,20.0,Budget,60,60,60,40,60,60,60,60,40,0,0,0,1,1,1,0,0,0,25.566666666666663,8.266666666666666,1,4,Tirana International Airport Mother Teresa,12.620771876694135,0
8221d5a5-e813-4993-9bf6-c2bac26d0cb8,Rio de Janeiro,Brazil,South_America,"Vibrant streets pulse with samba rhythms, stunning beaches meet lush mountains, and every corner offers a burst of color and life.",-22.9110137,-43.2093727,20.0,Mid-range,80,80,100,100,100,80,60,80,40,0,0,0,2,1,0,0,1,0,21.5,26.766666666666666,0,5,Santos Dumont Airport,4.73963137811128,1
056161c2-b2c6-40f9-8546-bef688dd90e7,Curitiba,Brazil,South_America,"Lush parks, innovative urban design, and a blend of cultures create a refreshing and vibrant cityscape that feels both modern and welcoming.",-25.4295963,-49.2712724,20.0,Mid-range,80,60,80,20,60,80,60,80,60,0,0,0,2,1,1,0,1,0,15.433333333333332,21.566666666666663,1,5,Bacacheri Airport,4.793509608153197,0
12ffe1e2-6387-46d6-8bbb-267855faf5f8,Phnom Penh,Cambodia,Asia,"Bustling streets filled with the aroma of street food, vibrant markets, and a rich tapestry of history create an unforgettable atmosphere.",11.5730391,104.857807,20.0,Budget,80,60,40,20,60,80,40,60,40,0,0,0,1,1,1,0,1,0,29.4,27.866666666666664,0,5,Phnom Penh International Airport,3.302229257512623,0
807e0033-d4ff-4257-bcbc-60da406b8e4d,Fès,Morocco,Africa,"Winding alleys filled with vibrant souks, the aroma of spices, and the sound of artisans at work create an enchanting, timeless atmosphere.",34.0346534,-5.0161926,20.0,Budget,100,40,40,20,40,80,60,60,60,1,1,1,1,1,0,0,1,0,26.4,11.366666666666667,1,4,Fes Saïss International Airport,12.446914653813408,0
ab9a9d64-58c2-4cb0-a9ad-81ed9b17cd69,Toronto,Canada,North_America,"Dynamic streets buzzing with diverse cultures, vibrant art scenes, and a skyline that hugs the shimmering lake make for an inviting urban experience.",43.6534817,-79.3839347,20.0,Mid-range,80,60,60,40,80,80,60,100,40,0,0,1,2,1,1,0,1,0,21.366666666666664,-1.5333333333333332,0,5,Billy Bishop Toronto City Centre Airport,3.053132891206922,0
749963fe-2962-4ffe-b78a-391afdd6a7bf,Lucca,Italy,Europe,"Wander through cobblestone streets surrounded by ancient walls, where charming piazzas and the aroma of fresh Italian cuisine fill the air.",44.017763900000006,10.454430026192636,20.0,Mid-range,80,40,60,40,40,80,60,60,80,0,0,0,2,1,1,0,0,1,12.8,-1.1,1,3,Pisa International Airport,37.452632880821575,0
ab8dc374-5acd-430f-b940-7885899ef8c5,Edmonton,Canada,North_America,"Wide-open streets, a lively arts scene, and vibrant festivals create a welcoming atmosphere that feels both dynamic and comfortably laid-back.",53.5462055,-113.491241,20.0,Mid-range,80,60,80,20,60,60,60,60,40,0,0,1,2,1,1,0,1,0,17.933333333333334,-8.666666666666666,1,4,Edmonton International Airport,26.947702960200424,0
3c6506e6-c494-4622-aba3-2ba895530c7a,Barcelona,Spain,Europe,"Vibrant streets filled with Gaudí's whimsical architecture, lively tapas bars, and the warm Mediterranean breeze create an inviting and dynamic atmosphere.",41.3828939,2.1774322,20.0,Mid-range,100,60,60,80,100,100,60,100,40,0,0,0,2,1,0,0,1,0,24.8,9.766666666666667,0,4,Josep Tarradellas Barcelona-El Prat Airport,12.620680090833986,0
75c6f7c9-5c87-464a-9c28-c91ecd55da98,Banff,Canada,North_America,"Majestic mountains, crystal-clear lakes, and fresh alpine air create a breathtakingly serene atmosphere, perfect for nature lovers and adventure seekers alike.",51.175076,-115.5720773,20.0,Luxury,60,100,100,20,40,60,80,40,80,0,0,1,3,1,0,1,1,0,14.266666666666666,-7.7,0,2,Calgary / Springbank Airport,83.96782783636696,1
a4f86f85-430e-400a-bda5-315c7bdefd57,Maputo,Mozambique,Africa,"Bustling markets, vibrant street life, and the rhythmic sounds of local music create a lively and colorful atmosphere to explore.",-25.966213,32.56745,20.0,Mid-range,60,60,80,80,60,80,60,60,40,0,0,0,2,1,1,0,1,0,20.266666666666666,26.73333333333333,1,5,Maputo Airport,5.076003954747284,1
a010e07c-cf4b-4cf9-8b08-40df2094addd,Dar es Salaam,Tanzania,Africa,"Lively markets, vibrant street life, and the warm Indian Ocean breeze create a dynamic and welcoming atmosphere full of local charm.",-6.8160837,39.2803583,20.0,Budget,80,60,80,80,60,80,60,60,40,0,0,0,1,1,1,0,1,0,24.73333333333333,28.366666666666664,1,4,Julius Nyerere International Airport,11.012131782481696,0
61a3b6e3-f03f-42e4-b10d-80a3d1aec106,Hamilton,Bermuda,North_America,"Charming streets lined with pastel buildings and the gentle sea breeze create a laid-back, yet vibrant island atmosphere.",32.2942679,-64.7853167,20.0,Luxury,60,60,80,100,60,80,80,60,40,0,0,0,3,1,1,0,0,0,26.73333333333333,18.96666666666667,1,4,L.F. Wade International Airport,12.667461500783936,0
5cf8ffe5-b559-43a9-a030-fcf73b09400b,Santiago de Chile,Chile,South_America,"A vibrant city where modern skyscrapers meet historic streets, offering stunning mountain views and a lively cultural scene full of energy.",-33.4377756,-70.6504502,20.0,Mid-range,80,80,80,40,80,80,60,80,40,0,0,0,2,1,1,0,1,0,9.4,21.066666666666663,0,4,Comodoro Arturo Merino Benítez International Airport,13.512746988745649,0
273ff2d2-80b8-4886-81e4-1908a11e6f5a,Shanghai,China,Asia,"Vibrant streets pulse with energy, blending futuristic skyscrapers with ancient temples, while enticing aromas from street food stalls fill the air.",31.2312707,121.4700152,20.0,Mid-range,100,60,40,20,100,100,60,100,40,0,0,0,2,1,0,0,1,0,28.4,7.433333333333333,0,4,Shanghai Dachang Air Base,11.84859286181963,0
459b1d00-2b6e-4158-afe5-e091350990fe,Kathmandu,Nepal,Asia,"Nestled in a valley surrounded by towering peaks, the city buzzes with vibrant markets, ancient temples, and the aroma of spices.",27.708317,85.3205817,20.0,Budget,100,80,80,20,40,80,60,60,40,0,0,0,1,1,0,1,1,0,23.76666666666667,11.566666666666668,0,5,Tribhuvan International Airport,4.00966615936929,0
60ac5495-4952-41a0-a2e8-d321d2f23a4d,Auckland,New Zealand,Oceania,"A lively harbor city where lush landscapes meet urban sophistication, offering a vibrant mix of cultures, flavors, and stunning coastal views.",-36.852095,174.7631803,20.0,Mid-range,60,80,80,60,80,80,60,80,40,0,0,1,2,1,0,1,1,0,11.866666666666667,19.73333333333333,0,4,RNZAF Base Auckland-Whenuapai,13.84343536970086,1
77b02e0f-770c-4fa7-b0a5-7cde588b203d,Québec City,Canada,North_America,"Cobblestone streets and historic architecture create a charming, old-world atmosphere, while the aroma of fresh pastries fills the crisp air.",46.8137431,-71.2084061,20.0,Mid-range,100,60,80,40,60,80,60,60,60,0,0,1,2,1,1,0,1,0,19.3,-7.933333333333334,1,4,Quebec Jean Lesage International Airport,14.29682515691796,0
ca07286f-3b0c-4fd3-acae-444e7514def0,Bogotá,Colombia,South_America,"A vibrant mix of colonial charm and modern energy, with bustling markets, rich history, and stunning mountain views that invigorate the senses.",4.6533816,-74.0836333,20.0,Mid-range,80,60,60,20,80,80,60,80,40,0,0,0,2,1,1,0,1,0,14.033333333333331,13.966666666666669,0,5,El Dorado International Airport,8.825899026089134,0
db0dcdf1-2bea-470f-935f-2c98bd125592,Avarua,Cook Islands,Oceania,"Tropical breezes and stunning ocean views create a laid-back island vibe, inviting you to unwind and soak in the serene beauty.",-21.2074736,-159.7708145,20.0,Mid-range,60,60,80,100,40,60,80,40,80,0,0,0,2,1,0,0,1,0,23.066666666666663,26.33333333333333,1,5,Rarotonga International Airport,3.6859631487092903,1
ae02cf5f-1483-4054-9122-186c5eb08664,Izmir,Turkey,Asia,"Coastal breezes carry the scent of the sea through bustling markets and lively streets, offering a vibrant yet laid-back Mediterranean vibe.",38.23166,27.02997,20.0,Mid-range,80,60,60,80,60,80,60,80,40,0,0,0,2,1,1,0,1,0,27.7,8.7,1,4,Adnan Menderes International Airport,12.985486567406635,0
ba4d54dd-0e8d-4039-aad9-1f246fdacadb,Skopje,North Macedonia,Europe,"Wandering through eclectic streets, you'll encounter a blend of ancient history and modern quirks, with vibrant markets and grand statues at every turn.",41.9961816,21.4319213,20.0,Budget,80,60,60,20,60,60,40,60,60,0,0,0,1,1,1,0,0,0,24.6,3.533333333333333,1,4,Skopje International Airport,16.319930069089857,0
